,headline
2910,"Offering Iran Penalties and Aid, U.S. Ramps Up Sanctions While Providing Medicine"
2911,Office Treats Bring Out the Worst of Humanity
2912,"Officer Charged in Murder of Son, 8, Kept in Freezing Garage, Police Say"
2913,Officials Called ‘Redmen’ a Racist Mascot. Then Voters Weighed In.
2914,Officials Recover Remains at U.S. Military Plane Crash Site in Afghanistan
2915,Ohio Man Who Claimed to Be Missing Boy Pleads Guilty to Identity Theft
2916,Oil Prices Are Slow to Reflect U.S.-Iran Tensions
2917,"Oil Prices Jump, and Stocks Slide, After U.S. Kills Iranian General"
2918,Old Musicians Never Die. They Just Become Holograms.
2919,Older People Need Geriatricians. Where Will They Come From?
2920,"Olivia Gatwood, a Poet With a YouTube Following, Branches Out"
2921,Olivia Palermo Got a Lot Out of That Internship
2922,"Olympic Protest Rules: Tweets Are Fine, Kneeling Is Not"
2923,Oman’s New Sultan Vows to Continue Country’s Peacemaking Path
2924,"On Instagram, Houseplant Sellers Turn Likes Into Green Thumbs"
2925,"On King Holiday, 2020 Democrats March Arm in Arm to Honor His Legacy"
2926,On Politics: A Sanders Scenario
2927,On Politics: Biden Seizes on a Comment
2928,On Politics: Our New Morning Tip Sheet
2929,On Politics: The Sniping Picks Up
2930,On Politics: Where Are the Candidates Going?
2931,"On Prison Reform, From the Inside"
2932,"On TV’s New Musicals, Every Episode Is Opening Night"
2933,"On a Nude Beach With My Parents, Baring Almost All"
2934,"On the Day Democrats Vote in Iowa, Trump Plans to Flood the Zone"
2935,"On ‘Prodigal Son,’ Michael Sheen’s Father Knows, and Kills, Best"
2936,On-Demand Webinar: Using the Science Times in STEM Classrooms
2937,"Once ‘Little Joe,’ Now a Reigning New York City Ballet Principal"
2938,One Shattering Scene: Alfre Woodard in ‘Clemency’
2939,One Startling Scene: Tracy Letts in ‘Ford v Ferrari’
2940,One Thing We Can Do: Fix Recycling
2941,One Thing You Can Do: Help to Preserve Forests
2942,One Thing You Can Do: Make Smart Donations
2943,One Thing You Can Do: Make Your New Year’s Resolutions Count
2944,One Trump lawyer once worked for Comey.
2945,Only You Can Prevent Dystopia
2946,"Ontario Alert Warned of a Nuclear ‘Emergency,’ Then Backed Down"
2947,Opening the Door to Unicorns Invites Risk for Average Investors
2948,Oprah Winfrey Pulls Out of Documentary on the Music Mogul Russell Simmons
2949,Ordinary or ‘Enemy’? How Jay Powell Is Positioning the Fed in a Fraught Era
2950,Oregon Shakespeare Festival Hires a Resident Intimacy Director
2951,Organize Your Fridge (and Keep It Neat)
2952,Oscar Nominations 2020
2953,Oscar Nominations 2020: ‘Joker’ Leads With 11 Nods; Three Others Get 10
2954,"Oscar Snubs and Surprises: Jennifer Lopez, ‘Frozen II,’ Female Directors"
2955,"Oscars, Iran, College Football: Your Monday Evening Briefing"
2956,Oscar’s Most Talented Newcomer Is 59-Year-Old Antonio Banderas
2957,Otro año más violento en México
2958,"Ouch, Oh and Oh No!"
2959,"Our Lives, Under Construction"
2960,"Ousted From Washington, Ex-Spy Valerie Plame Asks Voters to Send Her Back"
2961,Outrage in Iran After Killing of Suleimani: Here’s What You Need to Know
2962,"Overlooked No More: Ana Orantes, Whose Gruesome Murder Brought Change to Spain"
2963,"Overlooked No More: Homer Plessy, Who Sat on a Train and Stood Up for Civil Rights"
2964,"Overlooked No More: Judee Sill, Singer Whose Life Was Cut Short"
2965,"Overlooked No More: Margaret McFarland, Mentor to Mister Rogers"
2966,"Overlooked No More: Margaret McFarland, Mentor to Mister Rogers"
2967,"Overtaken by Frigid Seas, Hours From Help, There Was Little Chance of Survival"
2968,"Overwhelmed by Medical Bills, and Finding Help on TikTok"
2969,Oyo Scales Back as SoftBank-Funded Companies Retreat
2970,"P.G.A. and D.G.A. Nominations Favor ‘Parasite,’ ‘1917,’ ‘The Irishman’"
2971,P.S.: Fans Still Love ‘To All the Boys’
2972,PBS’s Sexy ‘Sanditon’ Finishes What Jane Austen Started
2973,PEN America Defends College Employee Who Was Fired for Joke About Bombings
2974,"PG&E Announces Deal to Exit Bankruptcy, but Governor Balks"
2975,Pablo Neruda Saved Thousands of War Refugees. Isabel Allende Imagines Two of Them.
2976,Pack of People
2977,Packers aren’t done yet.
2978,Packers come out firing.
2979,Packers mistakes dig a deeper hole.
2980,Pakistan’s First Social Media Star and the Forces That Enabled Her Murder
2981,Pam Bondi and Trump Tangled Over Trump University
2982,Panic and Criticism Spread on Chinese Social Media Over Coronavirus
2983,Panicking About Your Kids’ Phones? New Research Says Don’t
2984,Papyrus Is Shutting All Its Stores
2985,Para combatir el pánico lávate las manos
2986,Park Avenue Armory Celebrates Women’s Suffrage With 100 Artists
2987,Park Avenue Armory Celebrates Women’s Suffrage With 100 Artists
2988,Parking Meters Are Rejecting Credit Cards in Y2K-Type Glitch
2989,Parrots Show Off Selfless Behavior
2990,Partisan Rules Debate Rages as Senate Opens Trump Impeachment Trial
2991,Partisanship reigns outside the Senate chamber.
2992,Party Purchase
2993,Pat Cipollone: White House Counsel Who Will Help Lead Trump Legal Team
2994,Patek Philippe Commands the Future
2995,"Patrick Cantlay, Once a Star Amateur, Aims for the Top"
2996,Patrick Mahomes’s run gives Kansas City its first lead.
2997,Patrick Mahomes’s touchdown run changed the game’s momentum.
2998,Paula White Says Video About ‘Satanic Pregnancies’ Was Taken Out of Context
2999,Paula White Says Video About ‘Satanic Pregnancies’ Was Taken Out of Context
3000,Pauly Shore: Eyewitness to Comedy History
3001,Pay Is Rising Fastest for Low Earners. One Reason? Minimum Wages.
3002,"Peacock, NBC’s Streaming Service, Will Have a Free Option and ‘The Office’"
3003,"Peak TV Hits a New Peak, With 532 Scripted Shows"
3004,"Pearl Jam Dances to a Different Beat, and 11 More New Songs"
3005,Pedro Sánchez Will Lead Modern Spain’s First Coalition Government
3006,"Pekham Pal, Nicholas Santangelo"
3007,Pelosi Alerts House to Be Ready to Send Impeachment Articles Next Week
3008,Pelosi Announces Vote to Limit Trump’s War-Making Power Against Iran
3009,Pelosi Announces Vote to Limit Trump’s War-Making Power Against Iran
3010,"Pelosi Is Prepared to Send Impeachment Articles to Senate, Just Not Yet"
3011,Pelosi Taps Diverse Team of Impeachment Managers With Legal Credentials
3012,Pelosi addresses the idea of testimony from Lev Parnas.
3013,Pelosi criticized Trump and McConnell over evidence the Senate might not hear.
3014,Pelosi criticizes Trump and McConnell over evidence the Senate might not hear.
3015,Pelosi emphasized ‘comfort’ in the courtroom in her choices for impeachment managers.
3016,Pelosi keeps a tight grip on impeachment.
3017,Pelosi says Trump’s acquittal won’t be legitimate without witnesses.
3018,Pelosi takes a swipe at Kevin McCarthy by noting a picture with Giuliani associates.
3019,Pelosi thanked a top G.O.P. lawmaker for apologizing for his ‘ridiculous comments’ about Democrats.
3020,Pelosi took a swipe at Kevin McCarthy by noting a picture with Giuliani associates.
3021,"Pelosi, Under Pressure to Send Impeachment to Senate, Declines Again"
3022,Pence Invites Netanyahu to White House to Discuss Middle East Peace Plan
3023,Pence Links Suleimani to 9/11. The Public Record Doesn’t Back Him.
3024,Pence Observes Transfer of Remains of 2 Soldiers Killed in Afghanistan
3025,Pence weighs in on Trump’s mood.
3026,Pence weighs in on impeachment from Italy.
3027,"Pence’s Trip Lets Him Change the Topic, but Impeachment Intrudes"
3028,"Pennsylvania Turnpike Accident: At Least 5 Dead and 60 Injured, Officials Say"
3029,Pentagon Now Says 50 U.S. Troops Sustained Brain Injuries in Iran Strike
3030,"Pentagon Rules Out Striking Iranian Cultural Sites, Contradicting Trump"
3031,People Are Calling SWAT Teams to Tech Executives’ Homes
3032,Peru Deports 5 Tourists Accused of Damaging Machu Picchu Temple
3033,Pet Keepsakes
3034,Pete Buttigieg Once Led in Iowa. Can He Get His Groove Back?
3035,Pete Buttigieg and the One Percent
3036,Pete Buttigieg remembers Kobe Bryant as an ‘extraordinary athlete.’
3037,Pete Buttigieg’s Campaign Says It Raised $24.7 Million in the Fourth Quarter
3038,Pete Carroll Wants to Change Your Life
3039,Pete Davidson’s ‘King of Staten Island’ Will Open South by Southwest 2020
3040,"Pete Dye, ‘Picasso’ of Golf Course Design, Is Dead at 94"
3041,"Pete Stark, Fighter in Congress for Health Care, Dies at 88"
3042,"Peter Kirstein, Father of the European Internet, Is Dead at 86"
3043,"Peter Larkin, Stage Designer With a Funky Asterisk, Dies at 93"
3044,"Pettifogging, Three Amigos and ‘Head on a Pike’: A Trump Impeachment Glossary"
3045,"Pettifogging, Three Amigos and ‘Head on a Pike’: A Trump Impeachment Glossary"
3046,Pharmacists Make Mistakes. You Can Protect Yourself.
3047,"Phil Roe, Tennessee Republican, Announces Retirement From Congress"
3048,Philadelphia Mayor Warns Mummers to End Blackface or Risk Parade
3049,Philadelphia Mayor Warns Mummers to End Blackface or Risk Parade
3050,Philadelphia Mayor: Museum Should ‘Strengthen’ Sexual Harassment Policy
3051,Phone Hacks Can Happen to Anyone. Here’s How to Protect Yourself.
3052,Phone calls flood senators’ offices.
3053,Phylicia Rashad to Direct ‘Blue’ at the Apollo Theater
3054,Pick a Card
3055,Picture Books That Set a Child’s Imagination Free
3056,Pier 1 Imports to Close Up to 450 Stores and Cut Jobs
3057,Pig Pushed Off a Bungee Jump Tower Causes Outrage in China
3058,Pig and Khao Chef Unveils Her Latest in Chelsea
3059,Pika-Who? How Pokémon Go Confused the Canadian Military
3060,Pilot Was Trying to Fly Higher Before Crash That Killed Kobe Bryant
3061,Pinegrove Reckons With the Past and Renovates Its Sound
3062,Plan to Cut U.S. Troops in West Africa Draws Criticism From Europe
3063,Plane Crash Leaves Iranian Diaspora in Canada Grief-Stricken
3064,"Plane Shot Down Because of Human Error, Iran Says"
3065,Players Suspended After Kansas-Kansas State Brawl
3066,"Please Stop Big Tech, Small Rivals Tell Lawmakers"
3067,Please Stop Calling Bernie Sanders a Populist
3068,"Pledging to Go Vegan, at Least for January"
3069,Podcast Groups Aren’t Just About Podcasts
3070,Poem: Dark Period
3071,"Poem: Grandmother’s Garden, Section 18"
3072,Poem: Practice
3073,Poem: Return to Nushagak
3074,Poem: The Far Norway Maples
3075,Poland Urged to Look for Nazi-Looted Art Still Held in Its Museums
3076,Polarization Is Rational
3077,Police Fire on S.U.V. Driver Who Ran 2 Mar-a-Lago Checkpoints
3078,Police Investigating the Release of Bedbugs at a Walmart
3079,Police Officer Charged With Murder in Killing of Handcuffed Suspect in Maryland
3080,Police Seek to Arrest Odell Beckham Jr. After Video Shows Backside Slap
3081,"Polish Pierogi, Savory and Sweet, at Pierozek in Greenpoint"
3082,Political ads are flooding Iowa. What do they say?
3083,"Politics Aside, a Win for Both in the Senate Softball League"
3084,Pompeo Called Me a ‘Liar.’ That’s Not What Bothers Me.
3085,Pompeo Calls China’s Ruling Party ‘Central Threat of Our Times’
3086,Pompeo Cancels Ukraine Trip Amid Protests at Embassy in Iraq
3087,"Pompeo Denounces News Media, Undermining U.S. Message on Press Freedom"
3088,"Pompeo Denounces News Media, Undermining U.S. Message on Press Freedom"
3089,"Pompeo Imposes Sanctions on Iran, Sticking to Assertion That U.S. Faced Imminent Threat"
3090,Pompeo Lashes Out at Reporter and Challenges Her to Find Ukraine on a Map
3091,Pompeo Says He ‘Never Heard’ That Ambassador Might Be Under Surveillance
3092,Pompeo Upended Middle East by Pushing Trump to Kill Iranian General
3093,Pompeo Warns Iran’s Leaders U.S. Could Attack Them if They Retaliate
3094,Pompeo accuses a reporter of lying.
3095,Pompeo lashes out at reporter over Ukraine questions.
3096,Pompeo plans to meet with Zelensky next week.
3097,Pompeo’s Rage Aimed at Mary Louise Kelly of NPR
3098,"Pop-Up Dinners That Share a Culture, Course by Course"
3099,Pope Francis Apologizes After Slapping Away a Clinging Pilgrim
3100,Pope Francis Replaces Conservative Archbishop of Philadelphia
3101,Pope Francis Replaces Conservative Archbishop of Philadelphia
3102,Portland Woman Accused of Snatching Hijab Is Charged With Hate Crimes
3103,Portraits of Brexit Day: U.K. Celebrates and Mourns Leaving E.U.
3104,"Poway, Calif.: A Tight Community With San Diego at Its Doorstep"
3105,Power Outage Affects Two-Thirds of Puerto Rico After Earthquake
3106,Powerful Storm Kills 47 in Brazil
3107,Powerful Winter Storm in Spain Kills at Least 10
3108,Pregnant Woman Is Strangled and Pushed Out of Car
3109,President Bernie Sanders
3110,President Mitch McConnell
3111,"President Trump, Coronavirus, Brexit: Your Friday Briefing"
3112,Press Send for Brexit: E.U. Seals U.K. Withdrawal by Email
3113,"Pressed for Details on Suleimani Strike, Trump Administration Gives Few"
3114,"Pressured by Simmons Over Exposé, Oprah Winfrey Faced a Big Decision"
3115,Pricing Your Apartment in a Slow Market
3116,"Prince Andrew Offers ‘Zero Cooperation’ in Epstein Case, Prosecutor Says"
3117,"Prince Harry and Meghan Stepping Back, Explained"
3118,Prince Harry and Meghan to ‘Step Back’ From Royal Duties in Extraordinary Retreat
3119,Prince Harry and Meghan to ‘Step Back’ From Royal Family
3120,Prince Harry’s Real Declaration of Independence: From Britain’s Tabloids
3121,"Priorities USA, Democratic Super PAC, Will Spend $150 Million on Anti-Trump Ads"
3122,Pro-Iranian Protesters End Siege of U.S. Embassy in Baghdad
3123,Pro-Israel Democratic Super PAC to Air Attack Ads Against Bernie Sanders
3124,Professor Fired After Joking That Iran Should Pick U.S. Sites to Bomb
3125,Progressives Are the Real Pragmatists
3126,Promesas que se hacen cuando nadie está viendo
3127,Prosecutor Sues Her Own City Under a Law Passed to Fight the K.K.K.
3128,Prosecutor Sues Her Own City Under a Law Passed to Fight the K.K.K.
3129,Prosecutors Ask That Michael Flynn Get Prison Time
3130,Protect Veterans From Fraud
3131,Protecting Watchmaking’s Past
3132,"Protesters Mass in Baghdad, Demanding U.S. Leave Iraq"
3133,Protesters and Politicians Rally to Protect Berlin’s Clubs
3134,Protesters gather outside Capitol.
3135,"Protesters rally outside the Capitol, calling trial ‘a sham.’"
3136,Psychologist Who Waterboarded for C.I.A. to Testify at Guantánamo
3137,"Publishers, Citing Diversity Concerns, Withdraw From Romance Conference"
3138,Puerto Rico Se Levanta. Again.
3139,Pulled Apart by Addiction
3140,Pushing the Wrong Button. Literally.
3141,Put Alexa and Siri to Work
3142,Put These Recipes on Repeat
3143,"Putin Outlines Political Overhaul, Including Possible Post for Himself"
3144,Putin Pardons American-Israeli Swept Up in Geopolitical Game
3145,Putin and the Art of Stepping Down Gracefully While Keeping a Grip on Power
3146,Putin the Immortal
3147,Putin’s Power Shake-up: Here Are Six Takeaways
3148,Putin’s Power Shake-up: Here Are Six Takeaways
3149,Putting His Faith in Patek Philippe
3150,"Qasem Soleimani, maestro de la intriga de Irán, creó un eje chiita de poder en Medio Oriente"
3151,"Qassim Suleimani, Iranian General, Cast Long Shadow Over Middle East"
3152,"Qassim Suleimani, Iranian Hard-Liner, Cast Long Shadow Over Middle East"
3153,"Qassim Suleimani, Master of Iran’s Intrigue and Force, Dies at 62"
3154,"Qassim Suleimani, Master of Iran’s Intrigue and Force, Dies at 62"
3155,"Qassim Suleimani, Master of Iran’s Intrigue, Built a Shiite Axis of Power in Mideast"
3156,Qassim Suleimani’s Killing Will Unleash Chaos
3157,Qassim Suleimani’s Killing Will Unleash Chaos
3158,Quadrantids Meteor Shower 2020: Watch It Peak in Night Skies
3159,Quality Bistro Offers French Fare in a Grand Space
3160,Queen ‘Supportive’ of Prince Harry and Meghan’s ‘New Life’
3161,Queens Woman Is Sentenced to 15 Years in Bomb Plot
3162,Queens Woman Is Sentenced to 15 Years in Bomb Plot
3163,Questioning focuses on role of lead lawyer at N.S.C.
3164,"Quotation of the Day: 75 Years After the Liberation of Auschwitz, a Fear That ‘Never Again’ Is Not Assured"
3165,Quotation of the Day: Airborne Toxins May Have Shaped Our Evolution
3166,"Quotation of the Day: As Fears of Pandemic Grow, China Puts 20 Million on Lockdown"
3167,Quotation of the Day: Auschwitz Survivors Warn Against Silence in Face of New Perils
3168,Quotation of the Day: Australians Already Hit Face New Round of Fires
3169,Quotation of the Day: Awkwafina Takes a New Starring Role: Announcer on the No. 7 Train
3170,Quotation of the Day: Criticism Stifled in a Boeing Crash
3171,Quotation of the Day: Dangerous Virus Mutes China’s ‘Happiest Day’
3172,Quotation of the Day: Democratic Candidates Struggle to Win the Trust of Black Voters
3173,Quotation of the Day: Europe Gambles It Can Save Nuclear Deal With Threat to Kill It
3174,Quotation of the Day: Ex-SEAL Now Pitching Products and President
3175,"Quotation of the Day: For Chief Justice, a Ceremonial but Perilous Role"
3176,"Quotation of the Day: In India, Protesters and Modi Tussle Over Who Can Claim Gandhi"
3177,Quotation of the Day: Iowa Could Make or Break Biden’s War Chest
3178,"Quotation of the Day: Its Barrage Left Little Damage, but Iran Has Deadlier Weapons"
3179,"Quotation of the Day: Lost Lives and Limbs in Iraq, and Justice in a Missile Strike"
3180,"Quotation of the Day: More Powers, Few Limits and a Volatile President"
3181,Quotation of the Day: Pika-Who? How Canada’s Military Reacted to a Pokémon Go Invasion
3182,Quotation of the Day: Police Are Accused of Abusing Muslims as Demonstrations Sweep India
3183,Quotation of the Day: Pulling the Trigger on a Target Who Didn’t Hide
3184,Quotation of the Day: Seeking Refuge Wherever They Can Find It
3185,Quotation of the Day: Taekwondo Provided an Outlet for 2 Children. And It Gave Their Mother a Break.
3186,Quotation of the Day: Taiwan Voters Re-elect President in a Rebuke to Beijing’s Authority
3187,"Quotation of the Day: Tech Giants ‘Bullied’ Us, Rivals Testify"
3188,"Quotation of the Day: The Astros Took a Long, Strange Trip From Worst to First to Disgrace"
3189,Quotation of the Day: The Face of the Giants Will Call It a Career
3190,Quotation of the Day: The Rush to Save Joeys and More Amid Australia’s Inferno
3191,"Quotation of the Day: Trolled, Taiwan Sees China’s Meddling"
3192,Quotation of the Day: Two Allies Draw Map With Voters in Mind
3193,Quotation of the Day: Vow of Silence by 100 Senators Is Tough for a Talkative Bunch
3194,Race and Medicine: The Harm That Comes From Mistrust
3195,Race/Related: ‘You Killed My Brother’
3196,Rachel Feinstein Unveils the Darker Side of Fantasyland
3197,Rafael Nadal Is Closing In on His 20th Slam. He Isn’t Counting.
3198,Rand Paul names the person widely believed to be the C.I.A. whistle-blower.
3199,Rand Paul takes a break from doodling to silently make a point.
3200,Rand Paul to insist on a question that names the whistle-blower.
3201,Rand Paul’s question may center on naming the whistle-blower.
3202,"Rapper Pop Smoke Is Charged With Stealing a $375,000 Rolls-Royce"
3203,Rare Culinary Editions on View
3204,Readers Respond to Our Look at the Politics of American History Textbooks
3205,Reading ‘Us’ Through Its T-shirts
3206,Reagan Arthur Named Publisher at Knopf
3207,Real Men Don’t Rent
3208,"Really Seeing Marmee: Oh, How ‘Little Women’s’ Matriarch Has Changed"
3209,Rebuke From Roberts Signals His Limited Role in Trump’s Senate Trial
3210,Recent Commercial Real Estate Transactions
3211,Recent Commercial Real Estate Transactions
3212,Recent Commercial Real Estate Transactions
3213,Recent Commercial Real Estate Transactions
3214,Recent Poll May Be Underestimating Bernie Sanders’s Strength in Iowa
3215,Reckoning With the Wounds Still Left by the Spanish Civil War
3216,Recording Shows That the Swamp Has Not Been Drained
3217,Recording Surfaces of Another Trump Meeting With Parnas and Fruman
3218,Recording appears to show Trump urging for envoy’s ouster.
3219,"Reducing Fire, and Cutting Carbon Emissions, the Aboriginal Way"
3220,Reimagining Old Friends at the National Theater in London
3221,Rejecting the Name My Parents Chose
3222,Rejoice Over the Markets’ Marvelous Rallies. Then Worry.
3223,Religious School Choice Case May Yield Landmark Supreme Court Decision
3224,Remains Found on California Mountain Belonged to Manzanar Detainee
3225,"Remembering Kobe Bryant: ‘Today, We All Cry’"
3226,Remembering a Lover Who Never Revealed Her True Nature
3227,"Remy Gordon, Jared Chariton"
3228,Renault Chooses Volkswagen Executive as New C.E.O.
3229,Rental Cars and Cashless Tolls: Convenience Might Cost You
3230,Report Says Secret Service Return to Treasury Could Harm Homeland Security
3231,Reporters Face New Threats From the Governments They Cover
3232,Republican Congressman Shares Fake Image of Obama and Iranian President
3233,Republican Senator Martha McSally lashes out at a CNN reporter.
3234,Republican senator defends Dershowitz.
3235,Republican senator laments starkly partisan nature of the trial.
3236,Republican senator suggests White House defense could hurt Biden in Iowa caucuses.
3237,Republican senators are visibly upset by Schiff’s reference to CBS report.
3238,Republican senators ask about ties between the whistle-blower and Democrats.
3239,Republican senators privately complain they were blindsided by Bolton.
3240,Republicans Block Subpoenas for New Evidence as Impeachment Trial Begins
3241,"Republicans Move to Block Impeachment Witnesses, Driving Toward Acquittal"
3242,Republicans Rule Out Outright Dismissal of Impeachment Charges
3243,Republicans and Democrats treat the rule to stay in their seats rather liberally.
3244,Republicans are growing confident they will block witnesses and win a speedy acquittal.
3245,"Republicans are ‘getting where we need to be on the witness vote,’ senator says."
3246,Republicans argue Trump’s removal would only deepen divisions.
3247,Republicans criticize Schiff over ‘head on a pike’ comments.
3248,Republicans fear Bolton domino effect: ‘More Witnesses = Hindenburg.’
3249,Republicans huddle on witnesses after Trump team wraps up.
3250,Republicans look for reasons to avoid calling witnesses.
3251,Republicans running for re-election feel the pressure in Washington and at home.
3252,Republicans see many reasons to reject witnesses.
3253,Republicans turn on Bolton as his account scrambles impeachment trial.
3254,Republicans turn on Bolton as his account scrambles the impeachment trial.
3255,Republicans urge White House team to issue vigorous defense.
3256,"Requests for inquiries weren’t ‘necessarily’ about the Bidens, Trump lawyer says."
3257,Researchers Are Racing to Make a Coronavirus Vaccine. Will It Help?
3258,Resolving to Be Coached
3259,Rethinking How We Choose Candidates
3260,Review: A Choreographer Alone With Her Audience and Death
3261,Review: A Dance That’s Just Not Weird Enough
3262,Review: A Transgender Choreographer Takes on Machismo
3263,Review: Alexei Ratmansky Finds a New Voice at City Ballet
3264,Review: Anna Netrebko Rings in the Year With a Met Gala
3265,Review: Arthur Miller’s Dying ‘Salesman’ Is Reborn in London
3266,Review: Bess Myerson’s ‘Ugly Daughter’ Recalls Miss America Dearest
3267,Review: Camp and Compassion in ‘The Confession of Lily Dare’
3268,Review: Competing in the Digital Age
3269,"Review: David Attenborough Is Back, and He Brought the Walruses"
3270,"Review: Gustavo Dudamel Excels, Yet Again, at the New York Philharmonic"
3271,Review: Gustavo Dudamel Jolts the ‘New World’ Symphony to Life
3272,"Review: HBO’s ‘Avenue 5,’ a Tale of a Fateful Trip (in Space)"
3273,"Review: In a Flat World, a Soprano Conjures Italy"
3274,"Review: In ‘A Soldier’s Play,’ an Endless War Against Black Men"
3275,"Review: In ‘Goodnight Nobody,’ a Getaway Goes Awry"
3276,"Review: In ‘Grand Horizons,’ Marriage Is a Long-Running Farce"
3277,Review: James McAvoy’s Rapping Cyrano Dazzles With Words
3278,Review: Shakespeare’s ‘Timon’ Gets an Occupy Athens Makeover
3279,"Review: She Returns to Lead the Philharmonic. For Real, This Time."
3280,Review: Shrinking Lives at a Big Box Store in ‘Paris’
3281,Review: Staging a Movie Melodrama in ‘The Conversationalists’
3282,Review: The Comforts of the Cozy Scare in ‘The Woman in Black’
3283,Review: The Philharmonic and a Conductor Get Reacquainted
3284,Review: Two Battle Diaries From Iraq
3285,Review: ‘Cartography’ Hops Around a Fractured World Map
3286,Review: ‘Das Barbecü’ Is Wagner’s ‘Ring’ With a Side of Brisket
3287,"Review: ‘Picard’ Is, Finally, ‘Star Trek: Peak TV’"
3288,"Review: ‘The New Pope’ on HBO: Faith, Hope and Sponge Baths"
3289,"Review: ‘The New Pope’ on HBO: Faith, Hope and Sponge Baths"
3290,Review: ‘The Outsider’ Takes a Stephen King Novel and Makes It Darker
3291,Revisiting American Short Stories Selected by John Updike
3292,Revisiting Robert Peace and Self-Invention
3293,Revisiting Stephen Wright and Historical Fiction
3294,"Rhona Wurtele, One of Canada’s ‘Flying Twins’ Ski Champions, Dies at 97"
3295,Rich People Don’t Just Live Longer. They Also Get More Healthy Years.
3296,Rich People Don’t Just Live Longer. They Also Get More Healthy Years.
3297,Richard Gere and Peter Dinklage Bundle Up for ‘Three Christs’
3298,Richard Plepler and Josh Tyrangiel May Revive Their HBO Act for Apple
3299,"Ricky Gervais at the Golden Globes: Laughs, Gasps and Cringes"
3300,Right-Hand-Drive Cars: Not Just for Mail Carriers
3301,"Right-Wing Views for Generation Z, Five Minutes at a Time"
3302,"Right-Wing Views for Generation Z, Five Minutes at a Time"
3303,Rising Tennis Stars for the New Decade
3304,Riz Ahmed and Kahlil Joseph Among New Faces in BAM’s New Season
3305,Robert Caro’s Papers Headed to New-York Historical Society
3306,"Robert Hyde, Erratic Ex-Landscaper, Is Unlikely New Impeachment Figure"
3307,Robert Ray Wanted to Indict Clinton. He Thinks Trump Will Be Vindicated.
3308,Robert Ray argued that House managers are drawing on ‘their own interpretations.’
3309,Roberts admonishes Nadler and Cipollone.
3310,"Rocket Launches, Trips to Mars and More 2020 Space and Astronomy Events"
3311,"Rocky Johnson, Pro Wrestler Who Trained His Son the Rock, Dies at 75"
3312,Rod Stewart and Son Face Battery Charges After New Year’s Eve Altercation
3313,"Roddy Ricch Bests Justin Bieber, Landing a No. 1 Single and Album"
3314,Rodgers finds Graham to set up Packers’ second score.
3315,Roger Federer Fights Off Upset at Australian Open
3316,Roger Federer Will Always Be the Greatest (Even if He’s Not)
3317,"Roger Federer Wins Tough Quarterfinal, Beating Tennys Sandgren"
3318,Roger Scruton Was a Conservative. But What Kind?
3319,"Roger Scruton, a Provocative Public Intellectual, Dies at 75"
3320,Romance Writers of America Cancels Awards Program
3321,Romance Writers of America Leadership Resigns
3322,Romney releases questions for White House lawyers and impeachment managers.
3323,Romney says it is ‘increasingly likely’ the Senate will call Bolton.
3324,Romney takes contraband onto the Senate floor: a bottle of chocolate milk.
3325,Romney tells constituents not to expect him to support calling witnesses before opening arguments.
3326,"Romney, contemplating Trump’s fate, gets a question."
3327,"Ronald Melzack, Cartographer of Pain, Is Dead at 90"
3328,Roommates Forever
3329,Rosalía and the Art of the Remix
3330,"Rosie Perez, at Weinstein Trial, Backs Up Rape Allegation"
3331,Round of Upsets at Australian Open as 6 of Top 10 Women’s Seeds Lose
3332,Roxane Gay Revisits ‘Darkness’ as a Graphic Novel
3333,Royal Ballet Suspends Choreographer Over Sexual Misconduct Claims
3334,"Ruchika Budhraja, Drew Hodel"
3335,"Rudy Giuliani is a ‘colorful distraction,’ lawyer argues."
3336,"Run a First Marathon, and Your Arteries May Look 4 Years Younger"
3337,"Run a First Marathon, and Your Arteries May Look 4 Years Younger"
3338,Rural Montana Had Already Lost Too Many Native Women. Then Selena Disappeared.
3339,Rural Venezuela Crumbles as President Shores Up the Capital and His Power
3340,Russell Okung Wants to Disrupt the N.F.L. Establishment
3341,Russell Okung Wants to Disrupt the N.F.L. Establishment
3342,Russell Simmons Documentary Premieres Amid Controversy
3343,"Russia Exerts Growing Influence in Africa, Worrying Many in the West"
3344,Russia Is at It Again
3345,Russia and Turkey Make Joint Call for Cease-Fire in Libya
3346,"Russia, Iran, McDonald’s: Your Thursday Briefing"
3347,Russian Parliament Approves Putin’s Pick for Prime Minister
3348,Russian Parliament Approves Putin’s Pick for Prime Minister
3349,Russian Premier Abruptly Quits Amid Swirl of Speculation on Putin
3350,Russians Hacked Ukrainian Gas Company at Center of Impeachment
3351,"Rutgers to Name Its First Black President, School Official Says"
3352,Ruth Bader Ginsburg Says She No Longer Has Pancreatic Cancer
3353,S.U.V. in Forbidden City Prompts Rage at China’s Rich
3354,SAG Award Winners 2020: ‘Parasite’ Pulls Off Huge Victory
3355,SARS Was Deadly in Canada. Is the Country Ready for Coronavirus?
3356,"STEM Writing Contest: Explain a Concept in a Clear, Engaging Way"
3357,Sackler Family Member Sells Upper East Side Townhouse for $38 Million
3358,Salvini Remains at the Eye of Italy’s Political Storm
3359,"Sam Wyche, Who Led Cincinnati to the Super Bowl, Dies at 74"
3360,Sammy Watkins outraces defense for 60-yard touchdown.
3361,San Francisco strikes first.
